experiment_id,type,dataset,language_slice,dense_model,sparse_method,sparse_variant,hybrid_alpha,re_ranker,re_rank_topN,chunk_size,overlap,K_dense,K_sparse,K_report,ann_index,hnsw_M,efConstruction,efSearch,seed
Hybrid__mContriever__a0.25__Mr.TyDi__yoruba__c300__s42,hybrid,Mr.TyDi,yoruba,mContriever,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.25__Mr.TyDi__yoruba__c300__s7,hybrid,Mr.TyDi,yoruba,mContriever,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.5__Mr.TyDi__yoruba__c200__s42,hybrid,Mr.TyDi,yoruba,mContriever,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.5__Mr.TyDi__yoruba__c200__s7,hybrid,Mr.TyDi,yoruba,mContriever,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.5__Mr.TyDi__yoruba__c300__s42,hybrid,Mr.TyDi,yoruba,mContriever,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.5__Mr.TyDi__yoruba__c300__s7,hybrid,Mr.TyDi,yoruba,mContriever,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.75__Mr.TyDi__yoruba__c200__s42,hybrid,Mr.TyDi,yoruba,mContriever,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.75__Mr.TyDi__yoruba__c200__s7,hybrid,Mr.TyDi,yoruba,mContriever,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.75__Mr.TyDi__yoruba__c300__s42,hybrid,Mr.TyDi,yoruba,mContriever,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.75__Mr.TyDi__yoruba__c300__s7,hybrid,Mr.TyDi,yoruba,mContriever,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.25__Mr.TyDi__yoruba__c200__s42,hybrid,Mr.TyDi,yoruba,mE5,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.25__Mr.TyDi__yoruba__c200__s7,hybrid,Mr.TyDi,yoruba,mE5,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.25__Mr.TyDi__yoruba__c300__s42,hybrid,Mr.TyDi,yoruba,mE5,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.25__Mr.TyDi__yoruba__c300__s7,hybrid,Mr.TyDi,yoruba,mE5,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.5__Mr.TyDi__yoruba__c200__s42,hybrid,Mr.TyDi,yoruba,mE5,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.5__Mr.TyDi__yoruba__c200__s7,hybrid,Mr.TyDi,yoruba,mE5,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.5__Mr.TyDi__yoruba__c300__s42,hybrid,Mr.TyDi,yoruba,mE5,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.5__Mr.TyDi__yoruba__c300__s7,hybrid,Mr.TyDi,yoruba,mE5,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.75__Mr.TyDi__yoruba__c200__s42,hybrid,Mr.TyDi,yoruba,mE5,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.75__Mr.TyDi__yoruba__c200__s7,hybrid,Mr.TyDi,yoruba,mE5,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.75__Mr.TyDi__yoruba__c300__s42,hybrid,Mr.TyDi,yoruba,mE5,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.75__Mr.TyDi__yoruba__c300__s7,hybrid,Mr.TyDi,yoruba,mE5,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.25__mMARCO__english__c200__s42,hybrid,mMARCO,english,LaBSE,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.25__mMARCO__english__c200__s7,hybrid,mMARCO,english,LaBSE,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.25__mMARCO__english__c300__s42,hybrid,mMARCO,english,LaBSE,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.25__mMARCO__english__c300__s7,hybrid,mMARCO,english,LaBSE,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.5__mMARCO__english__c200__s42,hybrid,mMARCO,english,LaBSE,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.5__mMARCO__english__c200__s7,hybrid,mMARCO,english,LaBSE,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.5__mMARCO__english__c300__s42,hybrid,mMARCO,english,LaBSE,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.5__mMARCO__english__c300__s7,hybrid,mMARCO,english,LaBSE,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.75__mMARCO__english__c200__s42,hybrid,mMARCO,english,LaBSE,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.75__mMARCO__english__c200__s7,hybrid,mMARCO,english,LaBSE,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.75__mMARCO__english__c300__s42,hybrid,mMARCO,english,LaBSE,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.75__mMARCO__english__c300__s7,hybrid,mMARCO,english,LaBSE,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.25__mMARCO__english__c200__s42,hybrid,mMARCO,english,mContriever,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.25__mMARCO__english__c200__s7,hybrid,mMARCO,english,mContriever,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.25__mMARCO__english__c300__s42,hybrid,mMARCO,english,mContriever,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.25__mMARCO__english__c300__s7,hybrid,mMARCO,english,mContriever,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.5__mMARCO__english__c200__s42,hybrid,mMARCO,english,mContriever,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.5__mMARCO__english__c200__s7,hybrid,mMARCO,english,mContriever,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.5__mMARCO__english__c300__s42,hybrid,mMARCO,english,mContriever,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.5__mMARCO__english__c300__s7,hybrid,mMARCO,english,mContriever,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.75__mMARCO__english__c200__s42,hybrid,mMARCO,english,mContriever,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.75__mMARCO__english__c200__s7,hybrid,mMARCO,english,mContriever,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.75__mMARCO__english__c300__s42,hybrid,mMARCO,english,mContriever,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.75__mMARCO__english__c300__s7,hybrid,mMARCO,english,mContriever,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.25__mMARCO__english__c200__s42,hybrid,mMARCO,english,mE5,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.25__mMARCO__english__c200__s7,hybrid,mMARCO,english,mE5,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.25__mMARCO__english__c300__s42,hybrid,mMARCO,english,mE5,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.25__mMARCO__english__c300__s7,hybrid,mMARCO,english,mE5,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.5__mMARCO__english__c200__s42,hybrid,mMARCO,english,mE5,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.5__mMARCO__english__c200__s7,hybrid,mMARCO,english,mE5,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.5__mMARCO__english__c300__s42,hybrid,mMARCO,english,mE5,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.5__mMARCO__english__c300__s7,hybrid,mMARCO,english,mE5,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.75__mMARCO__english__c200__s42,hybrid,mMARCO,english,mE5,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.75__mMARCO__english__c200__s7,hybrid,mMARCO,english,mE5,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.75__mMARCO__english__c300__s42,hybrid,mMARCO,english,mE5,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.75__mMARCO__english__c300__s7,hybrid,mMARCO,english,mE5,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.25__mMARCO__spanish__c200__s42,hybrid,mMARCO,spanish,LaBSE,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.25__mMARCO__spanish__c200__s7,hybrid,mMARCO,spanish,LaBSE,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.25__mMARCO__spanish__c300__s42,hybrid,mMARCO,spanish,LaBSE,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.25__mMARCO__spanish__c300__s7,hybrid,mMARCO,spanish,LaBSE,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.5__mMARCO__spanish__c200__s42,hybrid,mMARCO,spanish,LaBSE,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.5__mMARCO__spanish__c200__s7,hybrid,mMARCO,spanish,LaBSE,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.5__mMARCO__spanish__c300__s42,hybrid,mMARCO,spanish,LaBSE,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.5__mMARCO__spanish__c300__s7,hybrid,mMARCO,spanish,LaBSE,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.75__mMARCO__spanish__c200__s42,hybrid,mMARCO,spanish,LaBSE,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.75__mMARCO__spanish__c200__s7,hybrid,mMARCO,spanish,LaBSE,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.75__mMARCO__spanish__c300__s42,hybrid,mMARCO,spanish,LaBSE,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.75__mMARCO__spanish__c300__s7,hybrid,mMARCO,spanish,LaBSE,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.25__mMARCO__spanish__c200__s42,hybrid,mMARCO,spanish,mContriever,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.25__mMARCO__spanish__c200__s7,hybrid,mMARCO,spanish,mContriever,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.25__mMARCO__spanish__c300__s42,hybrid,mMARCO,spanish,mContriever,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.25__mMARCO__spanish__c300__s7,hybrid,mMARCO,spanish,mContriever,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.5__mMARCO__spanish__c200__s42,hybrid,mMARCO,spanish,mContriever,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.5__mMARCO__spanish__c200__s7,hybrid,mMARCO,spanish,mContriever,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.5__mMARCO__spanish__c300__s42,hybrid,mMARCO,spanish,mContriever,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.5__mMARCO__spanish__c300__s7,hybrid,mMARCO,spanish,mContriever,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.75__mMARCO__spanish__c200__s42,hybrid,mMARCO,spanish,mContriever,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.75__mMARCO__spanish__c200__s7,hybrid,mMARCO,spanish,mContriever,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.75__mMARCO__spanish__c300__s42,hybrid,mMARCO,spanish,mContriever,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.75__mMARCO__spanish__c300__s7,hybrid,mMARCO,spanish,mContriever,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.25__mMARCO__spanish__c200__s42,hybrid,mMARCO,spanish,mE5,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.25__mMARCO__spanish__c200__s7,hybrid,mMARCO,spanish,mE5,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.25__mMARCO__spanish__c300__s42,hybrid,mMARCO,spanish,mE5,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.25__mMARCO__spanish__c300__s7,hybrid,mMARCO,spanish,mE5,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.5__mMARCO__spanish__c200__s42,hybrid,mMARCO,spanish,mE5,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.5__mMARCO__spanish__c200__s7,hybrid,mMARCO,spanish,mE5,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.5__mMARCO__spanish__c300__s42,hybrid,mMARCO,spanish,mE5,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.5__mMARCO__spanish__c300__s7,hybrid,mMARCO,spanish,mE5,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.75__mMARCO__spanish__c200__s42,hybrid,mMARCO,spanish,mE5,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.75__mMARCO__spanish__c200__s7,hybrid,mMARCO,spanish,mE5,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.75__mMARCO__spanish__c300__s42,hybrid,mMARCO,spanish,mE5,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.75__mMARCO__spanish__c300__s7,hybrid,mMARCO,spanish,mE5,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.25__mMARCO__swahili__c200__s42,hybrid,mMARCO,swahili,LaBSE,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.25__mMARCO__swahili__c200__s7,hybrid,mMARCO,swahili,LaBSE,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.25__mMARCO__swahili__c300__s42,hybrid,mMARCO,swahili,LaBSE,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.25__mMARCO__swahili__c300__s7,hybrid,mMARCO,swahili,LaBSE,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.5__mMARCO__swahili__c200__s42,hybrid,mMARCO,swahili,LaBSE,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.5__mMARCO__swahili__c200__s7,hybrid,mMARCO,swahili,LaBSE,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.5__mMARCO__swahili__c300__s42,hybrid,mMARCO,swahili,LaBSE,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.5__mMARCO__swahili__c300__s7,hybrid,mMARCO,swahili,LaBSE,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.75__mMARCO__swahili__c200__s42,hybrid,mMARCO,swahili,LaBSE,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.75__mMARCO__swahili__c200__s7,hybrid,mMARCO,swahili,LaBSE,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.75__mMARCO__swahili__c300__s42,hybrid,mMARCO,swahili,LaBSE,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.75__mMARCO__swahili__c300__s7,hybrid,mMARCO,swahili,LaBSE,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.25__mMARCO__swahili__c200__s42,hybrid,mMARCO,swahili,mContriever,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.25__mMARCO__swahili__c200__s7,hybrid,mMARCO,swahili,mContriever,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.25__mMARCO__swahili__c300__s42,hybrid,mMARCO,swahili,mContriever,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.25__mMARCO__swahili__c300__s7,hybrid,mMARCO,swahili,mContriever,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.5__mMARCO__swahili__c200__s42,hybrid,mMARCO,swahili,mContriever,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.5__mMARCO__swahili__c200__s7,hybrid,mMARCO,swahili,mContriever,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.5__mMARCO__swahili__c300__s42,hybrid,mMARCO,swahili,mContriever,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.5__mMARCO__swahili__c300__s7,hybrid,mMARCO,swahili,mContriever,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.75__mMARCO__swahili__c200__s42,hybrid,mMARCO,swahili,mContriever,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.75__mMARCO__swahili__c200__s7,hybrid,mMARCO,swahili,mContriever,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.75__mMARCO__swahili__c300__s42,hybrid,mMARCO,swahili,mContriever,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.75__mMARCO__swahili__c300__s7,hybrid,mMARCO,swahili,mContriever,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.25__mMARCO__swahili__c200__s42,hybrid,mMARCO,swahili,mE5,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.25__mMARCO__swahili__c200__s7,hybrid,mMARCO,swahili,mE5,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.25__mMARCO__swahili__c300__s42,hybrid,mMARCO,swahili,mE5,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.25__mMARCO__swahili__c300__s7,hybrid,mMARCO,swahili,mE5,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.5__mMARCO__swahili__c200__s42,hybrid,mMARCO,swahili,mE5,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.5__mMARCO__swahili__c200__s7,hybrid,mMARCO,swahili,mE5,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.5__mMARCO__swahili__c300__s42,hybrid,mMARCO,swahili,mE5,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.5__mMARCO__swahili__c300__s7,hybrid,mMARCO,swahili,mE5,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.75__mMARCO__swahili__c200__s42,hybrid,mMARCO,swahili,mE5,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.75__mMARCO__swahili__c200__s7,hybrid,mMARCO,swahili,mE5,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.75__mMARCO__swahili__c300__s42,hybrid,mMARCO,swahili,mE5,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.75__mMARCO__swahili__c300__s7,hybrid,mMARCO,swahili,mE5,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.25__mMARCO__bengali__c200__s42,hybrid,mMARCO,bengali,LaBSE,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.25__mMARCO__bengali__c200__s7,hybrid,mMARCO,bengali,LaBSE,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.25__mMARCO__bengali__c300__s42,hybrid,mMARCO,bengali,LaBSE,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.25__mMARCO__bengali__c300__s7,hybrid,mMARCO,bengali,LaBSE,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.5__mMARCO__bengali__c200__s42,hybrid,mMARCO,bengali,LaBSE,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.5__mMARCO__bengali__c200__s7,hybrid,mMARCO,bengali,LaBSE,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.5__mMARCO__bengali__c300__s42,hybrid,mMARCO,bengali,LaBSE,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.5__mMARCO__bengali__c300__s7,hybrid,mMARCO,bengali,LaBSE,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.75__mMARCO__bengali__c200__s42,hybrid,mMARCO,bengali,LaBSE,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.75__mMARCO__bengali__c200__s7,hybrid,mMARCO,bengali,LaBSE,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.75__mMARCO__bengali__c300__s42,hybrid,mMARCO,bengali,LaBSE,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.75__mMARCO__bengali__c300__s7,hybrid,mMARCO,bengali,LaBSE,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
